"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","cluster"
"Patl1",0.000108159299974426,0.889684214902351,0.141,0.081,1,"Patl1","6"
"Ccnl2",0.000108346805273865,0.520689860204606,0.347,0.265,1,"Ccnl2","6"
"Nsun3",0.000108711152665302,1.15974128580166,0.088,0.043,1,"Nsun3","6"
"Cdk5rap21",0.000111262116414903,0.891844648428296,0.153,0.092,1,"Cdk5rap2","6"
"Gm9725",0.000111334791467363,1.46713535898079,0.065,0.028,1,"Gm9725","6"
"Zmym5",0.00011153510251459,0.690220656252247,0.224,0.15,1,"Zmym5","6"
"Zfp217",0.00011353764704019,0.789771053855969,0.165,0.099,1,"Zfp217","6"
"Prkd3",0.000113615211160244,0.788371335825188,0.185,0.118,1,"Prkd3","6"
"Gm13307",0.000113693254435713,2.68688944465774,0.018,0.003,1,"Gm13307","6"
"Vps45",0.000113693392707323,1.11198492829979,0.094,0.047,1,"Vps45","6"
"Klri21",0.000114189201598051,2.61975216821725,0.018,0.003,1,"Klri2","6"
"Mmd2",0.000114501703772692,0.833689459281813,0.165,0.1,1,"Mmd","6"
"Rgs32",0.00011491559881893,0.689147654820883,0.238,0.165,1,"Rgs3","6"
"Wipi2",0.000117665807266412,0.873081933917104,0.15,0.089,1,"Wipi2","6"
"Snx19",0.000118550600124226,1.1173828372678,0.088,0.043,1,"Snx19","6"
"Birc31",0.00011884020285558,0.519612468981066,0.338,0.248,1,"Birc3","6"
"Skp22",0.000119547140172966,1.60458831240555,0.035,0.011,1,"Skp2","6"
"Zfhx32",0.000120539600275108,2.44830397954447,0.026,0.007,1,"Zfhx3","6"
"Nt5dc3",0.000123150987720545,1.03013686456028,0.091,0.045,1,"Nt5dc3","6"
"Trappc10",0.000125966027824042,0.726542345717505,0.203,0.133,1,"Trappc10","6"
"Il5ra",0.000126706860441437,2.31474374516471,0.021,0.004,1,"Il5ra","6"
"Riok3",0.0001276251740373,0.561819924181279,0.315,0.234,1,"Riok3","6"
"Gm107851",0.000128025886704837,1.98749365887141,0.029,0.008,1,"Gm10785","6"
"Zfp943",0.000128373947905679,1.15468208230377,0.1,0.052,1,"Zfp943","6"
"Dnajc6",0.00012897555380996,1.86174997200137,0.044,0.016,1,"Dnajc6","6"
"Cog3",0.000131282394379572,0.815946464977833,0.174,0.109,1,"Cog3","6"
"Ahcyl1",0.000133018754067691,0.904711653560117,0.176,0.115,1,"Ahcyl1","6"
"Usp4",0.000133172158530043,0.622511246907298,0.271,0.19,1,"Usp4","6"
"Faah",0.000133221765311655,0.71332745813212,0.226,0.156,1,"Faah","6"
"Tarbp1",0.000133999951005815,1.10489091803568,0.074,0.033,1,"Tarbp1","6"
"Ankrd27",0.000136565072311968,1.06479558616115,0.112,0.061,1,"Ankrd27","6"
"Ercc4",0.000137943636374566,1.01525563297401,0.115,0.063,1,"Ercc4","6"
"Gm381901",0.000138362499471739,1.55830613856114,0.05,0.019,1,"Gm38190","6"
"Cd443",0.000139309269512374,0.618018011142653,0.306,0.234,1,"Cd44","6"
"Zscan26",0.000140231490930076,0.779377349079939,0.171,0.106,1,"Zscan26","6"
"Pold31",0.00014036078487701,1.05646704801709,0.124,0.07,1,"Pold3","6"
"Cul4b",0.000141482827113075,1.11497448053174,0.106,0.057,1,"Cul4b","6"
"Polr1a",0.000141642915336681,0.866481802396192,0.159,0.097,1,"Polr1a","6"
"Mfsd6",0.000142008892550086,0.815536772463445,0.171,0.106,1,"Mfsd6","6"
"Togaram1",0.000143915676267552,0.856978577783898,0.153,0.092,1,"Togaram1","6"
"Pfas1",0.000144516548895027,1.24847847352583,0.062,0.026,1,"Pfas","6"
"Tent2",0.000144812222025079,0.678876300187157,0.241,0.167,1,"Tent2","6"
"Tbk1",0.000144858642041931,0.718017785752736,0.209,0.137,1,"Tbk1","6"
"Stimate",0.000145041137407334,1.29243581420137,0.079,0.038,1,"Stimate","6"
"4930452B06Rik",0.000145452882583953,3.09440205993151,0.012,0.002,1,"4930452B06Rik","6"
"Nup205",0.000145841076828725,0.977086090815155,0.135,0.079,1,"Nup205","6"
"E330009J07Rik1",0.000146936629225818,1.22197110422673,0.085,0.042,1,"E330009J07Rik","6"
"Syt14",0.000147185844049756,2.86556293783888,0.012,0.002,1,"Syt14","6"
"Kif2a",0.000154581674092442,0.574795657354391,0.306,0.224,1,"Kif2a","6"
"Nmnat3",0.000155800065666466,1.23616165472221,0.1,0.053,1,"Nmnat3","6"
"Rufy2",0.000155813212875763,0.864630026683999,0.124,0.068,1,"Rufy2","6"
"Nlgn3",0.000156593850018297,2.66692155783461,0.015,0.002,1,"Nlgn3","6"
"Zfp81",0.000158936517053359,1.33631462393546,0.068,0.03,1,"Zfp81","6"
"Scfd1",0.00016026792768263,0.712543923559952,0.197,0.128,1,"Scfd1","6"
"Tubgcp3",0.000160418660008001,0.990753730403421,0.126,0.072,1,"Tubgcp3","6"
"Zdhhc5",0.000160458967234953,0.877508402909536,0.144,0.085,1,"Zdhhc5","6"
"Ubqln1",0.000160484169112926,0.625743346830327,0.274,0.196,1,"Ubqln1","6"
"Stat5a1",0.000161670070421887,0.851978705566997,0.15,0.09,1,"Stat5a","6"
"Desi2",0.000163871689734724,0.650074274441257,0.274,0.198,1,"Desi2","6"
"AC103362.11",0.000163933313564891,2.28863822921398,0.024,0.006,1,"AC103362.1","6"
"Smyd41",0.000164305698389394,1.11710744674435,0.094,0.049,1,"Smyd4","6"
"Als2",0.000164348308839454,1.33857674010857,0.071,0.032,1,"Als2","6"
"Paqr8",0.00016452482513079,1.73041738467432,0.044,0.016,1,"Paqr8","6"
"Shb",0.000165590619257161,2.34393615877078,0.024,0.006,1,"Shb","6"
"Gm417901",0.000166755300549187,1.53944553189862,0.047,0.018,1,"Gm41790","6"
"Xpnpep3",0.000168310490115597,0.962786016898279,0.103,0.054,1,"Xpnpep3","6"
"Ogfod1",0.000169440508966426,1.22773335894862,0.085,0.042,1,"Ogfod1","6"
"Zfp512",0.00017075312907025,0.844325577732602,0.132,0.074,1,"Zfp512","6"
"Gm470151",0.000171209014875075,0.920619155774785,0.106,0.055,1,"Gm47015","6"
"Lnpk",0.000174510744477148,1.10231219993926,0.115,0.064,1,"Lnpk","6"
"Gnpat",0.000175297161592988,0.827880087728734,0.153,0.092,1,"Gnpat","6"
"Fam102b",0.000176151398445738,1.33711462318719,0.076,0.036,1,"Fam102b","6"
"Ddb2",0.000177744358993056,0.764101447809974,0.185,0.121,1,"Ddb2","6"
"Got1",0.000178587322161821,0.97753564454433,0.106,0.056,1,"Got1","6"
"Cabin1",0.000180964069251904,0.612673120127337,0.268,0.191,1,"Cabin1","6"
"Dipk2a1",0.000182562138450388,1.32630982781139,0.071,0.032,1,"Dipk2a","6"
"Apol7e",0.000183702450548537,0.900299172503547,0.144,0.086,1,"Apol7e","6"
"Slc44a1",0.000184816936312583,1.20147765708217,0.085,0.042,1,"Slc44a1","6"
"Lmbr11",0.000184932874121621,1.52802340316422,0.044,0.016,1,"Lmbr1","6"
"Slc35e2",0.000185281308030849,0.83330469711694,0.144,0.085,1,"Slc35e2","6"
"Pank3",0.000185561984579165,0.914178743086572,0.132,0.076,1,"Pank3","6"
"Klc1",0.000185923620644939,0.742997378660014,0.179,0.114,1,"Klc1","6"
"Arl6ip6",0.000186824992388841,0.982989818950671,0.126,0.073,1,"Arl6ip6","6"
"Ercc6l21",0.000187641089744051,0.943059155515761,0.135,0.08,1,"Ercc6l2","6"
"Mtfr1",0.000189004879948623,1.13732407229892,0.097,0.051,1,"Mtfr1","6"
"Klf81",0.000189155703616027,1.60128086419733,0.053,0.021,1,"Klf8","6"
"Dnajb12",0.000189414231446811,1.01951623342706,0.109,0.059,1,"Dnajb12","6"
"Ano10",0.000191177044947619,1.03096607241922,0.094,0.048,1,"Ano10","6"
"Vps53",0.000192078582331275,0.822464627046096,0.171,0.108,1,"Vps53","6"
"Zfp780b",0.000192382595923251,1.04348317136269,0.091,0.046,1,"Zfp780b","6"
"Gm1604a",0.000196703534341072,1.76283146357153,0.026,0.007,1,"Gm1604a","6"
"Zscan21",0.000197941976696547,1.39040533518498,0.065,0.029,1,"Zscan21","6"
"Dennd4a1",0.000200620666048494,0.515194504070422,0.382,0.317,1,"Dennd4a","6"
"Tmtc32",0.000202647752708873,2.33401820482171,0.021,0.005,1,"Tmtc3","6"
"Gm296423",0.00020314101952824,2.23232867151848,0.021,0.005,1,"Gm29642","6"
"Iars2",0.000203417559600684,0.747488727648716,0.203,0.135,1,"Iars2","6"
"Gm113422",0.0002036082303828,1.52819781080305,0.047,0.018,1,"Gm11342","6"
"Klra41",0.000203870405967092,2.81160439971743,0.018,0.004,1,"Klra4","6"
"Fancl",0.000205204736859199,1.00934701173014,0.115,0.064,1,"Fancl","6"
"Elk31",0.000206437401655666,0.679217932915865,0.232,0.163,1,"Elk3","6"
"Kif5c2",0.000207556321754174,1.47634779546556,0.053,0.021,1,"Kif5c","6"
"Itpr3",0.000207999997999025,0.581189104846266,0.282,0.204,1,"Itpr3","6"
"5031425E22Rik",0.000209136015071977,0.692442833114229,0.25,0.18,1,"5031425E22Rik","6"
"Gm162012",0.000210728685058053,1.446064536337,0.053,0.021,1,"Gm16201","6"
"A630052C17Rik",0.000211444534966836,2.1136078686041,0.021,0.005,1,"A630052C17Rik","6"
"Pip4p21",0.000211466483826284,1.00415386929086,0.1,0.052,1,"Pip4p2","6"
"Zfp78",0.000211833950646717,2.31036601299301,0.018,0.004,1,"Zfp78","6"
"Atl2",0.000212959518403623,0.933756443938258,0.126,0.073,1,"Atl2","6"
"Ppat",0.000216367651317674,0.89775791678693,0.129,0.075,1,"Ppat","6"
"Rars2",0.000217110946799622,1.03210665863661,0.106,0.057,1,"Rars2","6"
"Gm192651",0.000220433372580247,1.76300453623077,0.032,0.01,1,"Gm19265","6"
"Aagab",0.000220696768529029,0.879328288678429,0.141,0.084,1,"Aagab","6"
"Sec24c",0.000223042188863918,0.619228591988533,0.232,0.159,1,"Sec24c","6"
"Igkv3-12",0.000223066234620256,0.780058825551573,0.162,0.1,1,"Igkv3-12","6"
"Prpf4b",0.000224387229829274,0.526727583739741,0.321,0.241,1,"Prpf4b","6"
"Cep192",0.000224724912961775,0.688534600129825,0.215,0.146,1,"Cep192","6"
"2610044O15Rik81",0.000225712376522708,1.40505462586031,0.053,0.021,1,"2610044O15Rik8","6"
"Clk2",0.000228734539389262,0.753444284145903,0.179,0.114,1,"Clk2","6"
"Eri1",0.00023210993163139,0.794280869966898,0.176,0.114,1,"Eri1","6"
"Zfp641",0.000233865944882974,0.927749249836963,0.121,0.068,1,"Zfp64","6"
"Mthfd1",0.000235311293667908,1.00720594636952,0.121,0.068,1,"Mthfd1","6"
"Ndel1",0.000235705324472284,0.652231596997689,0.215,0.145,1,"Ndel1","6"
"Sec23a1",0.00023877712696974,1.07052458594455,0.091,0.047,1,"Sec23a","6"
"Gm427222",0.000239996146738008,0.860337539193575,0.147,0.089,1,"Gm42722","6"
"Slc9a6",0.000242472778662248,1.20972631182236,0.074,0.035,1,"Slc9a6","6"
"Ccr91",0.00024400562035555,0.988622763173759,0.118,0.066,1,"Ccr9","6"
"Zmym61",0.000244240804941455,1.3116532858137,0.068,0.031,1,"Zmym6","6"
"Cyb5r4",0.00024867693935067,0.647690097667757,0.212,0.142,1,"Cyb5r4","6"
"Notch1",0.000249340949089197,0.513969378437929,0.309,0.228,1,"Notch1","6"
"Plxna1",0.000250240619655583,2.08732843014048,0.024,0.006,1,"Plxna1","6"
"Gm108742",0.000252670736559769,2.1106379792721,0.024,0.006,1,"Gm10874","6"
"Kansl1l1",0.000254695767068292,0.862235659311324,0.176,0.117,1,"Kansl1l","6"
"Tbc1d23",0.000255097280298145,0.876488856874915,0.153,0.094,1,"Tbc1d23","6"
"Gm395262",0.000255670930255951,2.01274000151969,0.024,0.006,1,"Gm39526","6"
"Uba3",0.000262772931197157,1.03369934106338,0.103,0.055,1,"Uba3","6"
"Trp53bp2",0.000266784093229359,1.02613040684879,0.1,0.053,1,"Trp53bp2","6"
"Zfp266",0.000267780871826623,0.774331463378867,0.156,0.096,1,"Zfp266","6"
"Plcb42",0.000269232707164315,1.18963218910994,0.085,0.043,1,"Plcb4","6"
"Slc35d11",0.000269472946707178,1.0018351147944,0.112,0.062,1,"Slc35d1","6"
"Slc25a46",0.000271235620358584,0.96968804994071,0.118,0.067,1,"Slc25a46","6"
"Rhbdd1",0.000273202212464205,0.927233239171737,0.138,0.083,1,"Rhbdd1","6"
"Hivep32",0.00027339592420498,0.979328182336,0.144,0.088,1,"Hivep3","6"
"Virma1",0.000278439573946281,0.583879826511274,0.274,0.195,1,"Virma","6"
"Zfp384",0.000280305413847388,0.839023541825688,0.15,0.092,1,"Zfp384","6"
"Trim141",0.000284867536538073,0.559868404636466,0.321,0.248,1,"Trim14","6"
"Ncoa71",0.000286742454617127,0.821161039049638,0.203,0.144,1,"Ncoa7","6"
"Cplane1",0.000290236275347057,0.744975636820477,0.194,0.129,1,"Cplane1","6"
"Tubgcp51",0.000290249664985555,0.954376268190494,0.124,0.072,1,"Tubgcp5","6"
"Chn21",0.000291401860975973,0.926665993734299,0.171,0.112,1,"Chn2","6"
"Alg9",0.000291897972501694,1.28722461977723,0.068,0.031,1,"Alg9","6"
"Rcan1",0.000292018833462927,1.40715995905853,0.059,0.025,1,"Rcan1","6"
"Gm46620",0.000294119416556312,1.74981284701253,0.035,0.012,1,"Gm46620","6"
"Entpd6",0.000294414196448861,0.924979403838012,0.126,0.074,1,"Entpd6","6"
"Apbb21",0.000295745586736486,1.53132728568948,0.047,0.018,1,"Apbb2","6"
"Ets2",0.000296838682702276,1.02363748793991,0.115,0.065,1,"Ets2","6"
"Ptpn133",0.000297251156482201,1.04575186582144,0.109,0.061,1,"Ptpn13","6"
"Abcd3",0.00029803300546069,1.16703866867003,0.079,0.039,1,"Abcd3","6"
"Arid3b",0.000300278686468122,0.896446696337731,0.15,0.092,1,"Arid3b","6"
"Tmem168",0.000300642513602555,1.10909138341671,0.094,0.05,1,"Tmem168","6"
"Naa25",0.000303324509759554,0.815275687740245,0.126,0.072,1,"Naa25","6"
"Armc91",0.000304026759508901,1.37303946641896,0.053,0.022,1,"Armc9","6"
"Cul1",0.000304037172274837,0.573594015453154,0.265,0.188,1,"Cul1","6"
"H2-T24",0.000304661567672786,1.10902871979559,0.082,0.041,1,"H2-T24","6"
"Gm13212",0.000306051065781473,1.2466342876929,0.088,0.047,1,"Gm13212","6"
"Zfyve26",0.000307609909773232,0.853192817918988,0.132,0.078,1,"Zfyve26","6"
"Gm410312",0.000308082721531222,2.40816382238184,0.021,0.005,1,"Gm41031","6"
"Arsg2",0.00030819232962342,1.98728940556066,0.029,0.009,1,"Arsg","6"
"Gm47447",0.00030880728306703,2.75334659881473,0.015,0.003,1,"Gm47447","6"
"Alcam3",0.000311156742099454,1.03919764242892,0.132,0.08,1,"Alcam","6"
"Per1",0.00031173026462365,0.678407254349656,0.185,0.12,1,"Per1","6"
"Fam76b",0.000312351361148507,0.71654548197802,0.191,0.128,1,"Fam76b","6"
"Pmm2",0.000315785844315973,0.815362003736793,0.176,0.117,1,"Pmm2","6"
"Pkhd1",0.000316874057056474,2.53299994304557,0.015,0.003,1,"Pkhd1","6"
"Txndc11",0.000318247234940904,0.724235694530051,0.188,0.124,1,"Txndc11","6"
"Tmx4",0.00031865175858828,0.879476897784194,0.132,0.079,1,"Tmx4","6"
"Mapre22",0.000322629224533686,0.676583850578042,0.224,0.158,1,"Mapre2","6"
"6430590A07Rik",0.000329775304659707,1.28942915955485,0.062,0.027,1,"6430590A07Rik","6"
"Vac141",0.000330689486618784,0.914810817432557,0.126,0.074,1,"Vac14","6"
"Dpysl2",0.000331147540964439,0.674455963608659,0.244,0.176,1,"Dpysl2","6"
"Setd3",0.000332263108182055,0.626594060204643,0.238,0.169,1,"Setd3","6"
"Ncoa5",0.000335389412686662,0.835631794638587,0.156,0.098,1,"Ncoa5","6"
"Socs4",0.000337873055400425,0.770956597195512,0.159,0.099,1,"Socs4","6"
"Pros12",0.000342334525383876,2.13814164916526,0.026,0.008,1,"Pros1","6"
"Edem1",0.000343082045567194,0.542016431415801,0.288,0.213,1,"Edem1","6"
"Rpap21",0.000344571395212969,1.01644775549575,0.121,0.071,1,"Rpap2","6"
"Cenpj",0.000345596476074649,1.10521465715357,0.085,0.043,1,"Cenpj","6"
"Ptp4a11",0.000356700724875153,2.36789661157285,0.018,0.004,1,"Ptp4a1","6"
"Dnajc5",0.000357598527495336,0.506155447009656,0.338,0.267,1,"Dnajc5","6"
"Pikfyve",0.000358416506922995,0.834307836474898,0.153,0.095,1,"Pikfyve","6"
"Ar1",0.000358516012736583,1.15805819721837,0.129,0.079,1,"Ar","6"
"1700010I14Rik1",0.000358690274443545,1.79257816441809,0.032,0.011,1,"1700010I14Rik","6"
"Stk38l",0.000360090902264456,1.48436554171904,0.065,0.03,1,"Stk38l","6"
"Cenpc1",0.000366957886759884,0.891464112693743,0.132,0.079,1,"Cenpc1","6"
"Clpb",0.000368766780543697,1.03166671343102,0.097,0.052,1,"Clpb","6"
"Ripk1",0.000373685869692229,0.740032031484874,0.188,0.126,1,"Ripk1","6"
"Tmem161b",0.000378782273205448,0.883921779281326,0.121,0.069,1,"Tmem161b","6"
"Gm46447",0.000378838254148308,2.73093245890946,0.012,0.002,1,"Gm46447","6"
"Gm45029",0.000380868989276411,2.77539320913556,0.012,0.002,1,"Gm45029","6"
"Pknox1",0.000381038119078606,0.733697662385556,0.2,0.138,1,"Pknox1","6"
"Mcmdc2",0.000381548158833805,2.59847678888297,0.012,0.002,1,"Mcmdc2","6"
"Dhcr24",0.00038232748720773,1.25806656162461,0.065,0.03,1,"Dhcr24","6"
"Gm49249",0.000382909895121256,2.67181067473357,0.012,0.002,1,"Gm49249","6"
"Fam193b",0.00038311869157143,0.690443938010481,0.224,0.159,1,"Fam193b","6"
"Senp5",0.000384017865469455,0.829486869445808,0.156,0.098,1,"Senp5","6"
"Mdn1",0.000386059720147575,0.568273971797111,0.285,0.212,1,"Mdn1","6"
"Swt1",0.000388285055787762,0.657922079669861,0.238,0.169,1,"Swt1","6"
"Gm203422",0.000388395518335034,1.63798217005405,0.035,0.012,1,"Gm20342","6"
"Pik3cb",0.000390109620237286,1.13324422295216,0.076,0.038,1,"Pik3cb","6"
"3300002I08Rik",0.000396820759936647,1.0885810148557,0.088,0.046,1,"3300002I08Rik","6"
"Lmbrd21",0.000397312630127132,1.05336179500964,0.094,0.05,1,"Lmbrd2","6"
"Ly6d",0.000403312838163598,0.511866973900455,0.288,0.21,1,"Ly6d","6"
"Hps5",0.000410292351094464,0.954655210546587,0.103,0.056,1,"Hps5","6"
"Lpin2",0.000413625594594552,0.812859510635648,0.176,0.119,1,"Lpin2","6"
"Stxbp41",0.000417417901125634,1.23672287085362,0.065,0.03,1,"Stxbp4","6"
"Il4ra1",0.00041805451937762,0.566647692755598,0.247,0.178,1,"Il4ra","6"
"Primpol",0.000420603448037962,1.10486352678119,0.088,0.046,1,"Primpol","6"
"Itgb31",0.000424105425925938,0.810689747494651,0.141,0.086,1,"Itgb3","6"
"Polm",0.000424536436202078,1.0200286474444,0.076,0.037,1,"Polm","6"
"Kctd91",0.000426801206271533,1.38692716734617,0.065,0.03,1,"Kctd9","6"
"Pptc71",0.000432267375972048,0.595596409835524,0.244,0.173,1,"Pptc7","6"
"Sept112",0.000432401528819198,0.668090868341037,0.212,0.144,1,"Sept11","6"
"Fbxo81",0.000436663335979185,0.806699315699456,0.126,0.074,1,"Fbxo8","6"
"Iqce",0.00043705604453488,1.03172164217914,0.1,0.055,1,"Iqce","6"
"5730480H06Rik1",0.000440973396808599,1.43933054773633,0.05,0.021,1,"5730480H06Rik","6"
"Ubp1",0.000441251453861224,0.63903516730853,0.218,0.15,1,"Ubp1","6"
"Synj22",0.000442063553767068,1.26400226064141,0.059,0.026,1,"Synj2","6"
"BC035044",0.000442339485294507,1.18055085530459,0.071,0.034,1,"BC035044","6"
"Ankrd551",0.000447991506974163,1.26657849606512,0.053,0.022,1,"Ankrd55","6"
"Slc16a101",0.000450751480009316,1.02081948650713,0.109,0.062,1,"Slc16a10","6"
"Rnf10",0.000453393164493725,0.560571523572505,0.247,0.175,1,"Rnf10","6"
"Apaf13",0.000453540365344993,0.8887509883255,0.15,0.095,1,"Apaf1","6"
"Rnf411",0.000454419638131651,0.989490090385726,0.103,0.057,1,"Rnf41","6"
"Dapk11",0.000460822729073528,1.44374722150751,0.059,0.026,1,"Dapk1","6"
"Mkrn21",0.000462943943135835,0.999273410292299,0.085,0.044,1,"Mkrn2","6"
"Gpr1552",0.000462948704762697,1.16077151930702,0.068,0.032,1,"Gpr155","6"
"Pcgf3",0.000463163466739186,1.02998453976711,0.094,0.05,1,"Pcgf3","6"
"Pigu",0.000463528090670358,0.999604599545076,0.109,0.062,1,"Pigu","6"
"Plaa",0.000464119483828144,0.681057078223384,0.229,0.165,1,"Plaa","6"
"Tnfrsf14",0.000466551929818348,1.56189390222773,0.038,0.014,1,"Tnfrsf14","6"
"Rnf168",0.000468164017970608,0.932346127543008,0.094,0.05,1,"Rnf168","6"
"Frrs11",0.000468294297638244,0.989424303489783,0.1,0.055,1,"Frrs1","6"
"Slc35g1",0.000468533710324968,1.1685687486464,0.074,0.036,1,"Slc35g1","6"
"Pdhx",0.000470529985747774,1.07009785015321,0.068,0.032,1,"Pdhx","6"
"Prep",0.000471731067338235,0.932289710007047,0.124,0.073,1,"Prep","6"
"Dglucy1",0.000476139932466024,1.13938232511085,0.085,0.044,1,"Dglucy","6"
"Rab12",0.00047695373276663,0.861960406538159,0.144,0.09,1,"Rab12","6"
"Kdm4a",0.000479941183610039,0.736606635274714,0.141,0.085,1,"Kdm4a","6"
"Trim39",0.000480238739462998,0.911820427054708,0.1,0.054,1,"Trim39","6"
"Zfp9491",0.000481232980651613,1.09884963426162,0.082,0.042,1,"Zfp949","6"
"AW146154",0.000482924466299431,1.34603053778442,0.056,0.024,1,"AW146154","6"
"Spast",0.000483929766095091,0.800678398032147,0.141,0.086,1,"Spast","6"
"4931414P19Rik2",0.000484029449583178,1.91313521224991,0.026,0.008,1,"4931414P19Rik","6"
"Arhgap39",0.000484809108694059,0.689587272043173,0.176,0.113,1,"Arhgap39","6"
"4933408B17Rik",0.000485053591081492,2.13752000717999,0.021,0.005,1,"4933408B17Rik","6"
"Pofut1",0.000487614451043021,0.939057838579658,0.112,0.064,1,"Pofut1","6"
"Ythdc2",0.000490256732593867,0.879977232356472,0.126,0.075,1,"Ythdc2","6"
"Cd2741",0.000493092763319635,0.699813195254775,0.168,0.107,1,"Cd274","6"
"Farp13",0.000495173701928694,0.992389827160997,0.109,0.062,1,"Farp1","6"
"Abhd5",0.000495963752174478,1.5581856931477,0.047,0.019,1,"Abhd5","6"
"Slc38a10",0.000499925248543165,0.681249224950099,0.182,0.12,1,"Slc38a10","6"
"Cdc123",0.000500906044259062,0.623607978938944,0.232,0.164,1,"Cdc123","6"
"Zfp369",0.000501693784470148,0.95196118508004,0.106,0.059,1,"Zfp369","6"
"L1cam2",0.000501746211757758,1.13152109986004,0.091,0.049,1,"L1cam","6"
"Nol101",0.000502538812527922,0.990797110935546,0.124,0.074,1,"Nol10","6"
"Crcp1",0.000505968294817912,0.913724994893973,0.103,0.057,1,"Crcp","6"
"Elp21",0.000506745223553023,0.882239532362282,0.138,0.084,1,"Elp2","6"
"Akap8l",0.000509928480978453,0.500590110407539,0.291,0.215,1,"Akap8l","6"
"Dis3",0.000515676315850853,1.13418572556147,0.076,0.038,1,"Dis3","6"
"Ccdc61",0.000517462927410857,0.978109603502189,0.085,0.044,1,"Ccdc61","6"
"Papolg",0.000518101899877909,0.778045366028095,0.138,0.083,1,"Papolg","6"
"Pcmtd2",0.000523002278099311,0.595485363699898,0.215,0.147,1,"Pcmtd2","6"
"Klhdc11",0.000525586952174154,0.65662339636174,0.229,0.167,1,"Klhdc1","6"
"Gatb1",0.000530358707010055,1.36032786499078,0.053,0.023,1,"Gatb","6"
"Parp4",0.000530503684414368,0.501180401225649,0.321,0.256,1,"Parp4","6"
"Mtm11",0.000534313771562287,1.14769446657847,0.079,0.04,1,"Mtm1","6"
"Mosmo1",0.000538949736863995,0.785199350718112,0.156,0.099,1,"Mosmo","6"
"Mroh1",0.000541228334522457,0.871047748804656,0.124,0.072,1,"Mroh1","6"
"Prpf18",0.000548426478169774,0.760701204630734,0.162,0.104,1,"Prpf18","6"
"Slc9a1",0.000549046030583259,0.748046612718972,0.174,0.114,1,"Slc9a1","6"
"Pggt1b",0.00055213280395418,0.856744834164315,0.129,0.078,1,"Pggt1b","6"
"Iqcb1",0.000557754959809363,1.1695971090827,0.059,0.026,1,"Iqcb1","6"
"Atad2",0.000561495180477811,0.612646681536707,0.226,0.16,1,"Atad2","6"
"Atr",0.000565618724689122,0.860751954648407,0.141,0.087,1,"Atr","6"
"Gm477821",0.000566268342337827,1.68117298369472,0.038,0.014,1,"Gm47782","6"
"F8",0.000568346064046841,2.54926146158726,0.018,0.004,1,"F8","6"
"Intu1",0.000574191381943463,2.86283809204697,0.015,0.003,1,"Intu","6"
"Alkbh3",0.000582452579726688,1.08640572329987,0.094,0.051,1,"Alkbh3","6"
"Gm353151",0.0005838957853071,2.24644856127363,0.018,0.004,1,"Gm35315","6"
"Plxdc24",0.000593160423654294,1.62829960921355,0.044,0.018,1,"Plxdc2","6"
"Micu2",0.000594598444448648,0.658594372601889,0.226,0.164,1,"Micu2","6"
"Strada",0.000597027538731878,0.87531580224752,0.135,0.084,1,"Strada","6"
"Aqr",0.000609218752753575,0.519827840836718,0.285,0.219,1,"Aqr","6"
"Zpbp",0.00061078649011107,1.28421796531536,0.065,0.031,1,"Zpbp","6"
"Cse1l",0.000618071571215167,0.634113868060648,0.182,0.12,1,"Cse1l","6"
"Zfp180",0.000623001013449618,0.969066914258673,0.115,0.067,1,"Zfp180","6"
"Zmiz1os11",0.000626564464888994,2.1286516696365,0.026,0.008,1,"Zmiz1os1","6"
"Tsc22d11",0.000629245687069283,1.14059862950541,0.071,0.034,1,"Tsc22d1","6"
"Tom1",0.000629682757850308,1.02542234001742,0.091,0.049,1,"Tom1","6"
"Acad11",0.000633416788689404,1.71421223817509,0.038,0.014,1,"Acad11","6"
"Cluap1",0.000633645825334407,0.817696715609789,0.132,0.08,1,"Cluap1","6"
"Pik3c2b",0.000636721381785194,1.18728667598955,0.053,0.023,1,"Pik3c2b","6"
"Susd1",0.000647112679702024,0.939443192514941,0.082,0.042,1,"Susd1","6"
"Rint1",0.000648280015226947,1.03785685235768,0.094,0.051,1,"Rint1","6"
"Mnt",0.000659714716496263,0.820134198297738,0.118,0.068,1,"Mnt","6"
"Nipsnap2",0.000662569965687278,0.913237532081066,0.124,0.074,1,"Nipsnap2","6"
"Ceacam11",0.000668362575101356,1.79049644350579,0.026,0.008,1,"Ceacam1","6"
"Gm45894",0.00067235005999526,1.37799137523536,0.05,0.021,1,"Gm45894","6"
"Ciita",0.000675250342967872,1.09619490917497,0.074,0.036,1,"Ciita","6"
"Slamf12",0.000677984510444917,0.827407004008661,0.135,0.082,1,"Slamf1","6"
"Rbm451",0.000678691441001305,1.13112861265633,0.076,0.039,1,"Rbm45","6"
"Chka",0.000682398435394379,0.834529018436868,0.121,0.071,1,"Chka","6"
"Fam160b1",0.000687670950256128,0.723031202990357,0.176,0.118,1,"Fam160b1","6"
"Slc45a41",0.000688765054124958,1.1169124648958,0.082,0.043,1,"Slc45a4","6"
"Gpr171",0.000689282720183883,0.895657990417176,0.109,0.062,1,"Gpr171","6"
"Zfp426",0.00069677189196726,1.0999697725417,0.085,0.045,1,"Zfp426","6"
